job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,1.5,PG03,1.5,0.83,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,0.0,2011,3.0,3,2,2,0,8,0,0,39.61,56.89,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_A,Permanent,Male,1990,N,0,0,0,level_4,0.0,-,3.0,3,2,4,0,3,0,0,62.03333333333333,68.44,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_3,0.0,2013,3.0,3,2,2,0,0,0,0,27.48,41.86,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_4,0.0,2007,6.0,6,5,4,0,4,1,0,70.28999999999999,70.71,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Female,1985,N,0,0,0,level_4,0.0,2009,6.0,6,5,4,0,3,0,0,60.99333333333334,62.39,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Female,1993,Y,0,0,0,level_4,3.25,2012,3.0,3,2,3,0,5,1,0,37.04,60.68,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Male,1990,Y,0,0,0,level_4,0.0,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,2.42,RM_type_A,Permanent,Male,1982,Y,1,1,0,level_4,0.0,2007,7.0,7,5,7,0,0,0,1,59.76,53.21,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,2.98,2014,4.0,4,2,2,0,2,0,0,64.02,66.53,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.42,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_4,3.74,2014,4.0,4,2,2,0,2,0,0,58.70666666666667,63.89,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Female,1992,N,0,0,0,level_4,3.2,2013,2.0,2,2,3,0,3,0,0,13.614999999999998,13.61,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1992,Y,0,0,0,level_3,0.0,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Female,1988,Y,0,0,0,level_4,0.0,2010,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Male,1983,Y,1,0,1,level_4,2.98,2009,7.0,7,5,4,0,0,2,0,86.99333333333334,87.49,2.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,2.0,PG03,2.0,0.42,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_3,0.0,2009,6.0,6,4,3,0,2,0,0,62.153333333333336,64.09,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,1.92,RM_type_B,Permanent,Female,1991,Y,0,0,0,level_4,0.0,2013,2.0,2,1,2,0,2,6,0,20.0,20.0,0.0,,,
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,0.0,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_3,0.0,2008,6.0,6,6,4,0,0,0,0,65.87,68.11,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,0.42,RM_type_A,Permanent,Female,1986,N,0,0,0,level_4,0.0,2009,6.0,6,5,4,0,2,0,0,52.38666666666666,50.72,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Female,1987,Y,2,1,1,level_4,0.0,2009,6.0,6,4,3,0,3,0,1,115.68666666666667,118.9,3.0,achiev_> 1.5,achiev_50%-100%,reached
JG04,1.92,PG03,1.92,0.42,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.1,2012,3.0,3,2,3,0,1,1,0,63.85666666666666,75.02,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.2,2014,3.0,3,2,3,0,2,0,0,68.74,81.45,0.0,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.25,PG03,1.25,1.92,RM_type_A,Permanent,Male,1989,Y,2,2,0,level_4,0.0,2013,3.0,3,2,2,0,3,0,1,42.85,42.82,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,1,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_3,0.0,2010,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.33,PG01,0.33,0.33,RM_type_B,Contract,Male,1989,Y,0,0,0,level_4,2.75,2015,,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,0.42,RM_type_A,Permanent,Female,1986,Y,2,1,1,level_4,0.0,2010,5.0,5,4,5,0,3,1,0,50.92666666666667,54.29,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,0.0,2008,5.0,5,4,6,0,5,0,0,67.30666666666667,68.33,0.0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.5,PG03,1.5,0.42,RM_type_A,Permanent,Female,1991,N,0,0,0,level_4,3.59,2012,4.0,4,3,4,0,0,1,0,74.58666666666666,81.34,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,3.33,PG04,3.33,0.42,RM_type_A,Permanent,Female,1979,Y,2,1,1,level_4,3.1,2006,21.0,21,15,12,0,0,0,0,72.69333333333333,78.82,0.0,achiev_> 1.5,achiev_50%-100%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_A,Permanent,Male,1976,Y,4,1,3,level_4,0.0,2003,6.0,6,3,4,0,0,0,1,114.16333333333334,114.74,3.0,achiev_> 1.5,achiev_50%-100%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,0.0,2010,6.0,6,3,3,0,3,4,1,54.23666666666666,61.51,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.92,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0.0,2009,5.0,5,3,2,0,3,0,0,69.62333333333333,96.0,1.0,achiev_100%-150%,achiev_> 1.5,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.51,2012,4.0,4,3,5,0,3,2,1,66.27,65.58,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,2.42,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.02,2013,2.0,2,1,2,0,2,1,0,55.510000000000005,66.2,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,0.0,2014,1.0,1,1,1,0,0,1,1,,,,,,
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Female,1989,Y,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1987,N,0,0,0,level_4,0.0,2010,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Male,1989,N,0,0,0,level_4,0.0,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_3,0.0,2006,7.0,7,5,3,0,0,8,0,63.376666666666665,69.75,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.0,PG03,2.0,0.42,RM_type_A,Permanent,Male,1982,Y,2,1,1,level_4,0.0,2007,6.0,6,3,4,0,2,0,0,65.65,70.7,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_4,2.99,2013,2.0,2,1,2,0,0,1,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,0.0,2016,1.0,1,1,1,0,0,0,0,,,,,,
JG03,6.08,PG02,2.0,0.0,RM_type_A,Permanent,Male,1985,Y,2,1,1,level_4,0.0,2007,6.0,6,7,4,0,5,0,0,84.32000000000001,86.13,2.0,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Male,1986,Y,2,2,0,level_3,0.0,2008,5.0,5,4,6,0,4,6,1,53.98666666666667,63.92,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,3.2,2013,4.0,4,2,3,0,1,0,0,25.593333333333334,45.85,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.01,2013,3.0,3,2,3,0,5,2,0,57.61666666666667,67.47,0.0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,2.8,2013,3.0,3,2,3,0,0,0,1,54.06333333333333,65.29,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,1.92,RM_type_B,Permanent,Female,1989,Y,2,0,2,level_4,3.4,2013,2.0,2,1,2,0,3,0,0,20.0,20.0,0.0,,,
JG03,0.33,PG01,0.33,0.33,RM_type_A,Contract,Female,1987,N,0,0,0,level_4,3.01,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Male,1977,Y,1,1,0,level_4,0.0,2002,6.0,6,4,3,0,8,8,0,68.67,67.48,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,2.98,2014,3.0,3,3,3,0,4,1,0,57.22666666666667,76.86,0.0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1991,Y,1,0,1,level_4,0.0,2015,1.0,1,1,1,0,0,3,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,0.0,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,0.42,RM_type_B,Permanent,Male,1985,Y,1,0,1,level_4,0.0,2007,6.0,6,6,4,0,0,0,0,54.99666666666667,80.48,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Female,1985,Y,2,1,1,level_4,0.0,2009,6.0,6,3,4,0,5,7,0,83.21,86.97,1.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,0.42,RM_type_A,Permanent,Male,1986,N,0,0,0,level_3,0.0,2007,3.0,3,3,5,0,3,1,0,48.23666666666666,52.21,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.67,PG03,0.67,1.17,RM_type_B,Permanent,Male,1992,Y,0,0,0,level_4,0.0,2015,1.0,1,1,2,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,0.0,2016,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.58,PG03,2.58,0.67,RM_type_A,Permanent,Male,1980,Y,3,0,3,level_3,0.0,2001,15.0,15,10,10,3,6,4,1,102.29666666666667,108.02,3.0,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.5,PG03,1.5,4.33,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_4,0.0,2009,6.0,6,3,3,7,2,0,1,83.16333333333333,80.72,1.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.17,PG03,0.17,0.5,RM_type_A,Permanent,Male,1987,Y,2,2,0,level_4,0.0,2010,6.0,6,4,7,0,5,2,0,,,,,,
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_3,3.1,2011,7.0,7,5,5,9,0,1,0,75.86333333333333,87.98,1.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.67,PG03,0.67,0.75,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,2.89,2012,1.0,1,2,2,0,0,0,1,,,,,,
JG04,1.08,PG03,1.08,0.75,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2014,1.0,1,2,2,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,6.58,PG04,1.0,0.42,RM_type_A,Permanent,Female,1979,Y,3,2,1,level_4,3.55,2005,21.0,21,15,9,0,2,2,0,68.73333333333333,78.39,0.0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Female,1986,Y,1,1,0,level_4,0.0,2009,5.0,5,5,4,0,2,2,0,54.76,64.61,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.42,RM_type_B,Permanent,Male,1991,Y,1,1,0,level_4,0.0,2014,3.0,3,2,3,0,3,2,0,15.773333333333333,19.22,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,0.0,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Male,1989,Y,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,2.42,RM_type_B,Permanent,Male,1989,Y,1,1,0,level_4,2.95,2011,4.0,4,2,2,0,2,2,0,44.99333333333333,46.93,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.5,PG01,0.5,0.5,RM_type_A,Contract,Male,1992,N,0,0,0,level_4,0.0,2017,,1,1,1,0,0,0,0,,,,,,
JG05,2.33,PG06,0.0,0.5,RM_type_A,Permanent,Female,1979,Y,0,0,0,level_4,3.23,2003,15.0,15,11,9,0,7,0,0,65.14999999999999,71.55,0.0,achiev_> 1.5,achiev_< 50%,reached
JG04,2.5,PG03,2.5,0.5,RM_type_B,Permanent,Male,1985,Y,0,0,0,level_3,0.0,2009,6.0,6,5,5,0,2,0,0,48.53,42.79,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,2.17,PG03,2.17,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,0.0,2010,5.0,5,3,4,0,1,1,0,66.41333333333334,70.67,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Female,1991,Y,0,0,0,,,,4.0,4,3,2,0,7,3,0,69.89999999999999,63.99,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,6.92,PG04,3.5,0.5,RM_type_A,Permanent,Male,1982,Y,2,1,1,level_4,3.04,2005,13.0,14,11,8,0,1,3,0,73.71666666666667,82.67,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.17,PG03,1.17,1.83,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2014,2.0,2,2,2,0,3,3,0,40.635,42.23,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_4,0.0,2013,2.0,2,1,2,0,0,4,0,,,,,,
JG04,6.67,PG04,2.5,0.5,RM_type_A,Permanent,Female,1980,Y,2,1,1,level_3,3.14,2001,15.0,15,13,7,0,4,1,0,54.15333333333333,56.19,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,0.0,2013,3.0,3,2,2,0,7,3,0,50.836666666666666,56.43,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1991,Y,1,0,1,level_4,0.0,2013,3.0,3,2,2,0,3,3,0,18.165,22.41,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.17,PG01,0.17,0.17,RM_type_B,Contract,Female,1993,N,0,0,0,level_4,0.0,2015,,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Female,1990,Y,1,0,1,,,,4.0,4,3,2,0,5,2,1,52.326666666666675,56.72,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,2.08,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,0.0,2014,4.0,4,3,3,0,4,1,0,59.31666666666666,44.8,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,1.33,RM_type_B,Permanent,Female,1985,Y,0,0,0,level_4,0.0,2008,3.0,3,3,2,0,3,1,0,13.53,14.02,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,0.0,2016,2.0,2,2,2,0,3,2,0,20.0,20.0,0.0,,,
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_3,0.0,2006,7.0,7,5,2,1,0,0,0,100.19333333333333,100.19,3.0,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1990,Y,1,1,0,level_4,0.0,2013,3.0,3,2,2,0,5,1,0,13.655000000000001,13.72,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,0.0,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.58,PG01,0.58,0.5,RM_type_A,Contract,Male,1993,N,0,0,0,level_4,0.0,2015,,1,2,1,0,0,0,0,,,,,,
JG04,2.33,PG03,2.33,1.5,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_4,0.0,2011,5.0,5,3,3,0,10,0,0,62.14666666666667,66.89,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.17,RM_type_A,Permanent,Male,1986,Y,1,0,1,,,,4.0,4,4,3,0,3,0,0,78.57666666666667,85.09,1.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,0.92,RM_type_B,Permanent,Male,1985,Y,1,1,0,,,,4.0,4,4,2,0,3,0,0,54.77,58.59,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,0.0,2012,5.0,5,4,4,0,2,3,0,85.61,84.71,2.0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1985,Y,2,2,0,,,,4.0,4,4,3,0,5,8,0,47.77333333333333,46.47,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1989,Y,1,1,0,,,,4.0,4,4,2,0,3,3,0,65.55666666666666,64.91,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2014,2.0,2,2,2,0,6,0,0,13.3,13.58,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,0.0,2013,2.0,2,2,2,0,2,0,0,20.0,20.0,0.0,,,
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,0.0,2010,3.0,3,2,3,0,4,2,0,13.155,13.28,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,1989,Y,1,1,0,level_4,0.0,2013,2.0,2,2,2,0,1,2,0,27.625,42.19,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_4,0.0,2008,6.0,6,6,5,0,6,3,0,104.31333333333333,109.83,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Female,1989,Y,1,1,0,level_4,0.0,2012,6.0,6,5,3,0,3,1,0,85.13333333333333,80.44,2.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Female,1991,N,0,0,0,level_4,0.0,2014,1.0,1,1,1,0,0,1,0,,,,,,
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1985,N,0,0,0,level_4,0.0,2009,6.0,6,4,3,0,6,1,0,105.89666666666666,101.41,3.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,2.5,PG03,2.5,1.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,0.0,2010,5.0,5,4,3,0,7,2,0,93.24,110.25,2.0,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_4,0.0,2010,3.0,3,2,2,0,4,3,0,32.455,51.72,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,0.58,PG01,0.58,0.58,RM_type_B,Contract,Female,1990,Y,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,0.0,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,1986,N,0,0,0,,,,4.0,4,4,3,0,8,0,0,50.10666666666666,43.9,0.0,achiev_> 1.5,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,0.0,2013,3.0,3,3,3,0,1,3,1,46.70666666666667,53.16,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1990,Y,0,0,0,level_4,0.0,2013,2.0,2,2,2,0,0,0,1,13.0,13.0,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,1992,Y,2,2,0,level_4,0.0,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,0.0,2012,5.0,5,7,3,0,6,0,0,55.75333333333333,65.0,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_4,0.0,2008,6.0,6,7,3,0,3,1,0,57.94,57.4,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1988,Y,1,1,0,,,,4.0,4,5,3,0,3,0,1,52.71,55.4,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.5,PG03,2.5,2.5,RM_type_A,Permanent,Male,1983,Y,2,2,0,level_4,0.0,2008,7.0,7,5,5,5,2,4,0,41.98,39.95,0.0,achiev_50%-100%,Tidak diberikan target,not reached
JG04,1.83,PG03,1.83,2.42,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0.0,2010,6.0,6,7,5,24,6,0,0,50.70666666666667,57.04,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,2.42,RM_type_B,Permanent,Male,1990,Y,0,0,0,,,,4.0,4,2,2,1,5,0,0,43.64333333333334,49.23,0.0,achiev_100%-150%,Tidak diberikan target,not reached
JG04,2.5,PG03,2.5,2.5,RM_type_A,Permanent,Male,1990,Y,1,0,1,level_3,0.0,2011,5.0,5,3,3,0,1,0,0,41.87666666666667,67.17,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,0.0,2012,5.0,5,4,3,6,9,1,0,45.57,49.57,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,0.0,2012,4.0,4,2,2,0,2,0,0,46.30666666666667,71.51,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Male,1983,Y,1,0,1,level_3,0.0,2005,6.0,6,6,3,4,8,3,1,13.333333333333334,20.0,0.0,,,
JG04,2.5,PG03,2.5,2.5,RM_type_A,Permanent,Female,1987,Y,2,1,1,level_4,0.0,2010,6.0,6,3,4,18,5,8,0,91.27,93.46,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,2.17,RM_type_A,Permanent,Female,1987,N,0,0,0,,,,4.0,4,3,4,4,10,0,0,46.6,48.49,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,2.42,RM_type_B,Permanent,Male,1989,Y,2,2,0,,,,4.0,4,2,2,0,4,0,0,51.23,56.09,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.0,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,0.0,2012,4.0,4,2,2,0,8,1,0,59.84666666666667,63.12,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.5,PG03,2.5,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,0.0,2009,6.0,6,5,4,12,1,0,0,53.626666666666665,86.73,1.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.42,RM_type_B,Permanent,Female,1991,Y,0,0,0,level_3,0.0,2015,6.0,6,4,2,0,1,0,1,60.666666666666664,86.17,1.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Female,1988,Y,2,0,2,,,,4.0,4,2,2,1,3,2,0,49.79,65.75,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,2.17,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,0.0,2012,3.0,3,2,2,7,1,2,0,43.76333333333334,84.62,0.0,achiev_50%-100%,achiev_50%-100%,not reached
